audio_array,translated_text
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.21865082e-06
 -3.42726707e-05 -6.68168068e-05]",He said is no intelligence in judgments to judge it.
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.34653664e-05
 5.39422035e-05 7.45058060e-06]",The proof of the properwhere there is a sudden more or lower flat stars after the operation of the purpose of types.
[0.         0.         0.         ... 0.00491846 0.00281036 0.00472915],"Many days ago they designed a release in the Udubeulay in 1988, while in 1988, while in 1988, they were a student to the news and news reporting."
[0.         0.         0.         ... 0.01344186 0.01456797 0.01877743],"Of course it is a very hard problem to settle this, and we will build many years to see more years"
"[ 0.          0.          0.         ... -0.00232738 -0.00213516
 -0.00229621]",It was a significant change in the fruit because the end of a religious wars had an epicer of religious warfite of war-war fighters the title of the religious war fighters
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.25169754e-05
 3.37362289e-05 2.96235085e-05]",Medingations Sansse Friperator The popation Racker virter said 'Anoka moving on its way to its worst disease and similarly direct disease is very poor.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.28325748e-04
  4.83512878e-04 -5.51342964e-05]",In Kenya Nyroby has issued the efferse of America's dispute to the somius of Souli Bomma and expanding the bombing in Ethiopia
"[ 0.00000000e+00  0.00000000e+00  5.96046448e-08 ... -6.28453493e-03
 -6.82687759e-03 -1.02409720e-02]",The new zealand police was in the problem using a gun using a gun and the raid when the Red when the Red when Red had ruled from the 160 works / hour speed when the red.
"[ 0.          0.          0.         ... -0.00340116 -0.00326174
 -0.0035584 ]",The essence company HK Management Inc. When they did not cause September 20 when they cancel September 20 but blamed the substistical reasons for the next day.
"[ 0.          0.          0.         ... -0.01171046 -0.01148683
 -0.01345336]",This game is played on grass and the grass around the hole is deducted by shortly shorten that the green is called
[0.         0.         0.         ... 0.00878167 0.00915802 0.01331979],The king sezoong johs is a fourth king and was 1 of the most respected person
[0.         0.         0.         ... 0.00045705 0.00040644 0.00045973],"If a laptop or traveling with the tablet, reservation in the memory or discs can access if it can be accessed in the Internet."
"[ 0.          0.          0.         ... -0.0043453  -0.00413746
 -0.00479949]","The current popular bank numb pieci Rooc Scale Rock Quese Rock Rock Cook Roock Assault Management 'went abroken from a bad bank. """
[0.         0.         0.         ... 0.00026643 0.00025338 0.0002858 ],The towelical surveyans had not shown any countries in its Weland on its weight on each week before a week.
[0.         0.         0.         ... 0.00051123 0.00063288 0.00134069],Anyway he also had a system system of Ro V Wede land was a systematic law of the overall cop of the strong curricular Cit.
[0.         0.         0.         ... 0.00225848 0.00194633 0.00201041],Readed the text at the University of Hunkach and New Revard Law School School School and had a Green card as a US permanent resident
[0.         0.         0.         ... 0.00047159 0.00050622 0.00047386],"Many days ago they designed a release in the Udubeulay in 1988, while in 1988, while in 1988, they were a student to the news and news reporting."
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.33574009e-04
 -5.63502312e-04  7.56978989e-06]",The Olanda is also connected to vusa so that it is possible to work from Kiju Page
[0.         0.         0.         ... 0.00420296 0.00425339 0.00491911],The police says that was high-handed of the provangano's right-handed man of the Own Palemono because he has your own power networks you have your policy's policy.
"[ 0.          0.          0.         ... -0.01838768 -0.01746482
 -0.01946276]",Nahuchidor won the narrow 6 Points was clear
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.05636024e-05
 2.38418579e-07 4.33921814e-05]",Myspaces used in US America used on US America and now it has 54 million profile
"[ 0.          0.          0.         ... -0.00257927 -0.00263768
 -0.0026896 ]","Imagine if you can, imagine a manculan Bostonian and Sydencyd in a restaurant in a restaurant at Trivotto."
"[ 0.          0.          0.         ... -0.01593357 -0.01554245
 -0.01809752]",The attack has too hurt the relationship between India and Pakistani
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.94069672e-06
 -1.72853470e-05  1.37090683e-05]","Determal manifully managinate the number of programs in Severis on which shows DIAs Bloas, 2016 Nobel baggies in the raise in the Lisphere to show the 2016 Nobel Prize in the Section of Swedish rewards, which has caused their etons to reach its mind to reach her."
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.93850899e-05
 -2.70605087e-05 -2.93254852e-05]",Usually a lesson fee is necessary to enroll in this educational program
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.56435776e-05
 -9.00030136e-05 -3.05294991e-04]",The National football team of Italy's national football team and Fapa World Camping in 2006
"[ 0.          0.          0.         ... -0.00093448 -0.0007748
 -0.00068063]",In good situations will be able to overcome some and more wide range of trags you will find people with a person who had a person in mind.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.78813934e-07
 -1.78813934e-07 -8.94069672e-07]","To see all beauty of all beauty is to see all beauty of the normal tourism, the trick is a wonderful way"
[0.         0.         0.         ... 0.00016129 0.00040483 0.00031948],In the past muraga traine was created due to this struggard in 1994 that has its own own offster and have nomore of any country that the United Numerication is not recognized.
"[0.00000000e+00 4.76837158e-07 2.20537186e-06 ... 5.45275211e-03
 4.13167477e-03 6.15918636e-03]",According to the Men Thoujithe 'response to Chusanzah's garssgar' employment of Christians' checkship is being issued for an assistance.
"[ 0.          0.          0.         ... -0.00071186 -0.00067461
 -0.00074959]",Sometimes the airplane travel by traveling for or from May to the mountains or to reach the May that have a large basis.
"[ 0.00000000e+00  0.00000000e+00 -5.96046448e-08 ... -7.49021769e-03
 -6.50990009e-03 -5.49179316e-03]",Microsoft's number and services of Yahoo's user will specificly suit the number of devices
"[ 0.00000000e+00  0.00000000e+00 -5.96046448e-08 ...  1.64246559e-03
  1.58309937e-03  1.70457363e-03]",Some countries or some types of stores are at least 1 on-language key on some types of store that is often in pavures in in careful mode of
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.59416008e-05
  5.77390194e-04 -6.93798065e-04]",At the set both men had a first set in a tie brak at a tie brak in me.
"[ 0.          0.          0.         ... -0.00361753 -0.0043655
 -0.00616908]",To her to the jail. To the gelk told the zazz blue
"[ 0.          0.          0.         ... -0.00172538 -0.00221509
 -0.00274384]",This city is after a spring and those who love an attractive spot to the deviludes here long here.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.13248825e-06
 -8.94069672e-05 -5.57899475e-05]",Central Misconstruction of Central Miscons of Central Miscons of Central Miscons of University of Central Misuvation
"[ 5.96046448e-08 -5.96046448e-08  5.96046448e-08 ...  5.47349453e-03
  4.50927019e-03  6.20657206e-03]",This freedom was finished if this system may be completed
"[ 0.          0.          0.         ... -0.00790405 -0.00728047
 -0.0079093 ]",Large threads admitted to the first time that are straight on these comments are the first time they have been on the television.
"[ 0.00000000e+00  5.96046448e-08  1.78813934e-07 ... -6.06667995e-03
 -4.43303585e-03 -4.93514538e-03]",The plants look like a small tale tree with a crooked tramed letter of sharp paintings.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.77433205e-05
 -1.13785267e-04  4.17828560e-05]",There are still raining are boundary services through public transport and other vicases are also rated
"[ 0.          0.          0.         ... -0.00072825 -0.00051188
 -0.0003646 ]",Nba after the trial positive-19 was predicated Nba after the bacterhood-19.
"[ 0.          0.          0.         ... -0.00289285 -0.0027647
 -0.00306624]",There's found many oversthots like Europe's numey wolf chilshow by Europe. There are many common applications such as rained animals such as raining
"[ 0.          0.          0.         ... -0.0053485  -0.00533426
 -0.0056417 ]",It was so there was a place to prevent someone to be strong and tried to prevent a country stronger and persecuting balances to maintain balance with another country.
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.72936440e-05
 7.43269920e-05 3.43322754e-05]",Opponents have the National Congress to collect the national Congress by november 1.2 million pittation.
"[ 0.          0.          0.         ... -0.00078994 -0.00071931
 -0.00078005]",No one in the apartment was not 1
"[ 0.00000000e+00 -5.96046448e-08 -1.78813934e-07 ...  6.32822514e-04
  7.00950623e-05  1.13546848e-04]",Sophocleshes and Aristofens are currently popular dytric and the play written by them are regarded among the greatest tissue of world literature.
[0.         0.         0.         ... 0.00134254 0.00278145 0.00374633],"Filt or Descript is given children.People usually have been placed in prisons in prison conditions of their parents;In some cases, a parent leaves her for issuing a child's serious or physician weakness."
[0.         0.         0.         ... 0.00088292 0.0008021  0.00091183],One triehatcherphosthare was not just the leash too hardly branches and a rod
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.23192978e-05
 3.89218330e-05 4.37498093e-05]",Corno is a famous but administrative English teachers who taught under the morrow and claimed to the pearl of his career's chests.
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.78165054e-06
 7.09295273e-06 1.12056732e-05]",She also argued it that a photozenic mother was more stim to
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.77578831e-04
  2.75552273e-04 -8.84532928e-05]",A cell is the live thing that live things can make the smallet structure of creating life animals.
[0.         0.         0.         ... 0.00657058 0.00627625 0.00768608],The city will be first to the crowd in the right of June and Augusting the crowd in Russia that is the world's the most large public black program
"[ 0.          0.          0.         ...  0.00092781  0.00063711
 -0.00046653]",Some people believe that many artificial glaming dreams may be very tired.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.37090683e-06
 -6.43730164e-06 -5.36441803e-07]",The many Sammy is working on modern business these days is an important income of Samaries.
"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.64131546e-05
 -7.17639923e-05 -7.82012939e-05]",During the Catalan's capital city has played 49 games for the catalan's capital
"[ 0.          0.          0.         ... -0.00049794  0.00044584
 -0.00038642]",Be sure everything will be clear when Marinach gets reaching for once to get marina and they will inform other free towns and they will inform you about them.
[0.         0.         0.         ... 0.00736004 0.00666916 0.00709057],They usually go to personally owned in person sometimes they travel to the main-ranks of the state.
